"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Тестирование уровня QA Level 1 – Базовые проверки","0","Проверка идентификаторов, цен и базовых ограничений","7","0","","0"
